10th_percent,12th_percent,jee_rank,gender,experience,engineering_field,college_tier,salary
73.4,69.4,145103,Female,3,Electrical,State College,587845
80.1,77.7,21259,Female,10,Computer Science,State College,2673167
86.5,85.8,4978,Male,8,Computer Science,State College,1289808
72.5,76.0,87045,Male,2,Mechanical,Private College,250000
78.7,75.8,52884,Male,6,Mechanical,State College,809635
77.1,76.0,107459,Male,10,Mechanical,State College,250000
87.8,87.9,13577,Male,7,Computer Science,State College,1588759
84.6,90.7,8354,Female,3,Mechanical,State College,1032247
77.7,81.1,8201,Male,6,Mechanical,State College,592668
69.0,80.2,1351,Male,5,Computer Science,State College,574940
97.0,93.8,8545,Female,4,Computer Science,State College,1273543
78.9,82.1,136089,Male,4,Computer Science,State College,549656
87.8,90.7,16489,Male,9,Computer Science,State College,1888454
91.9,87.2,2853,Female,2,Computer Science,NIT,1280640
85.9,90.1,923,Male,6,Mechanical,State College,250000
81.0,84.5,14393,Male,4,Electrical,State College,821996
72.2,67.2,250256,Female,4,Electrical,Private College,358146
98.0,98.0,219,Male,2,Computer Science,Mid IIT,3000000
84.9,74.0,220716,Male,8,Computer Science,State College,1142552
97.0,98.0,453,Male,2,Electrical,NIT,1223801
74.6,73.5,176448,Male,3,Civil,State College,513637
95.2,95.0,1136,Male,2,Electrical,Top IIT,1979730
78.5,89.2,5523,Male,4,Civil,NIT,1065542
89.1,91.6,1475,Female,3,Computer Science,Mid IIT,3000000
94.6,98.0,912,Female,4,Computer Science,Mid IIT,2979211
96.0,93.2,847,Male,5,Mechanical,NIT,250000
67.3,63.0,250281,Male,6,Mechanical,Private College,457155
70.2,66.6,2976,Female,3,Electronics,NIT,1064980
100.0,93.4,798,Male,10,Electrical,Top IIT,2882471
93.9,96.3,1225,Female,5,Mechanical,Private College,656128
91.7,90.1,1885,Male,6,Computer Science,State College,755360
88.0,89.7,5080,Male,3,Civil,State College,1311100
78.6,80.2,69092,Female,5,Computer Science,State College,677040
87.8,87.2,3605,Female,10,Mechanical,Mid IIT,1488796
70.2,65.7,2147,Male,4,Electrical,State College,331038
76.8,74.3,40187,Female,5,Electronics,State College,1343664
87.3,87.5,960,Female,4,Civil,Mid IIT,1630971
79.7,71.4,12371,Female,4,Mechanical,State College,412156
85.5,87.6,13414,Male,8,Civil,Private College,374777
80.9,81.6,249888,Female,3,Computer Science,State College,1222429
86.4,90.2,2651,Female,5,Computer Science,NIT,1452978
73.8,80.8,67749,Male,4,Mechanical,State College,753951
81.1,76.8,13762,Male,4,Electrical,State College,1161015
86.5,74.2,29287,Male,8,Computer Science,State College,1695055
86.6,89.6,4919,Female,1,Computer Science,State College,894375
72.4,72.8,69085,Female,5,Mechanical,NIT,567969
88.5,82.4,20964,Male,8,Civil,State College,514255
70.9,65.6,99527,Male,10,Electronics,State College,922564
90.1,82.1,2063,Male,5,Computer Science,NIT,841826
68.1,67.1,12929,Female,3,Mechanical,State College,682981
72.4,73.5,45715,Male,3,Mechanical,State College,250000
79.5,80.4,11518,Female,6,Mechanical,State College,567799
94.5,88.1,16277,Female,2,Computer Science,State College,831220
98.0,98.0,1,Female,3,Electronics,NIT,1122442
75.3,82.1,46648,Male,3,Computer Science,Private College,1100211
76.2,75.9,6654,Female,2,Computer Science,State College,897993
90.1,89.2,1115,Male,6,Electrical,NIT,1009604
68.3,65.7,6772,Male,2,Electronics,State College,722335
70.0,72.6,6047,Female,2,Electronics,NIT,1371355
91.2,84.7,1,Female,10,Electrical,NIT,1064911
91.4,97.2,209,Male,6,Electrical,Mid IIT,1884532
81.1,84.2,136777,Female,3,Civil,State College,260245
68.6,69.4,51002,Male,6,Mechanical,State College,761448
80.1,67.3,57060,Female,5,Civil,State College,669132
96.2,96.4,1745,Female,10,Mechanical,Top IIT,1423677
71.1,69.5,62605,Male,7,Electrical,State College,965649
66.7,61.9,24724,Female,3,Mechanical,State College,843921
74.6,70.1,2648,Female,5,Electronics,NIT,1025928
73.5,71.7,79497,Female,6,Electrical,Private College,357076
66.4,68.1,249912,Male,1,Electrical,Private College,250000
69.7,74.4,11807,Male,6,Electrical,State College,562414
69.9,73.5,187,Male,3,Computer Science,NIT,1109270
77.4,75.0,1459,Male,3,Computer Science,NIT,1671652
89.8,85.6,17615,Female,4,Mechanical,State College,342320
79.6,71.4,20554,Female,1,Mechanical,NIT,507326
79.7,85.4,15944,Female,5,Mechanical,NIT,1562326
89.6,89.0,21759,Female,3,Civil,State College,250000
78.8,72.7,65762,Female,2,Computer Science,Private College,763481
79.7,82.1,76572,Female,3,Electrical,State College,250000
79.9,78.2,6359,Male,2,Computer Science,State College,557143
86.7,90.1,782,Male,3,Electrical,Private College,250000
74.4,68.5,3186,Male,2,Computer Science,NIT,1513233
79.3,73.2,140356,Male,7,Electrical,State College,771659
75.8,72.6,5436,Male,4,Mechanical,State College,250000
78.3,76.7,2108,Male,4,Electrical,State College,581787
85.8,87.0,249672,Male,4,Mechanical,NIT,958714
80.5,82.2,11095,Female,3,Mechanical,State College,542179
75.9,75.2,4124,Male,3,Electrical,State College,871893
76.8,77.2,101154,Male,3,Electronics,State College,1573011
72.1,82.0,24373,Female,7,Mechanical,State College,335176
70.5,74.9,92868,Male,5,Mechanical,NIT,486348
76.4,79.9,108995,Female,3,Electronics,State College,801190
99.0,88.8,86,Female,10,Electrical,Private College,624550
69.4,68.5,7605,Male,4,Computer Science,State College,803763
83.7,88.9,2551,Female,3,Computer Science,Private College,1048885
72.9,71.1,149744,Male,8,Mechanical,State College,1200732
74.8,76.2,28905,Female,7,Computer Science,State College,1817027
78.9,75.0,2068,Female,10,Electronics,Private College,250000
81.3,90.4,908,Male,6,Computer Science,State College,1142284
92.0,89.2,17081,Female,3,Mechanical,State College,252167
100.0,95.0,835,Male,3,Civil,NIT,1096770
88.2,76.3,54709,Female,9,Computer Science,NIT,2436257
76.2,72.1,1413,Male,2,Mechanical,State College,1107448
73.4,70.0,98333,Male,7,Electrical,State College,1814762
85.0,84.2,3105,Female,4,Computer Science,State College,771931
74.2,77.2,7515,Male,4,Mechanical,State College,459456
76.4,71.9,2999,Male,8,Computer Science,State College,982345
80.5,77.4,21662,Male,3,Electrical,Private College,250000
86.7,91.0,5119,Male,4,Mechanical,Private College,250000
83.4,79.3,236811,Male,5,Civil,State College,1109296
84.6,80.6,1878,Male,1,Computer Science,Mid IIT,2344872
78.4,74.8,25312,Male,3,Civil,NIT,1412688
74.2,73.6,1071,Male,7,Computer Science,NIT,983040
96.2,96.7,732,Female,9,Computer Science,State College,655935
99.0,98.0,518,Male,4,Civil,Mid IIT,774591
70.5,70.7,5516,Male,8,Computer Science,NIT,1415515
100.0,94.5,1033,Female,3,Electrical,NIT,1273111
67.7,69.5,15929,Male,10,Computer Science,State College,2109920
62.7,63.6,249512,Male,4,Computer Science,Private College,825104
76.0,72.7,543,Female,2,Computer Science,State College,365382
67.0,69.2,379,Female,2,Electronics,NIT,1640708
61.2,60.5,131595,Female,6,Computer Science,State College,1487434
86.4,83.3,6294,Female,2,Mechanical,State College,723921
68.5,73.6,3314,Male,2,Computer Science,State College,250000
65.4,70.8,2866,Female,8,Computer Science,State College,1794994
76.3,70.8,6048,Female,4,Computer Science,State College,2024287
69.7,71.3,205868,Female,6,Computer Science,State College,863891
87.8,90.8,2477,Male,6,Civil,Mid IIT,2519578
69.9,76.4,5309,Female,7,Mechanical,NIT,941956
76.6,74.9,60176,Female,8,Civil,State College,419333
92.7,92.1,13910,Male,5,Civil,State College,1364350
79.8,77.8,35180,Female,7,Civil,State College,1020265
78.9,79.3,33450,Female,1,Computer Science,State College,1749241
99.0,90.2,6901,Male,1,Civil,NIT,1111582
76.7,78.4,48252,Male,2,Computer Science,State College,859233
82.3,84.7,696,Male,7,Mechanical,Mid IIT,747547
96.0,93.2,1,Male,8,Mechanical,NIT,1750735
73.5,78.4,1514,Male,6,Electrical,State College,536541
69.6,72.4,37363,Male,4,Mechanical,State College,957213
78.8,75.1,81579,Male,6,Computer Science,State College,455851
73.7,70.9,4078,Male,4,Computer Science,NIT,2724437
76.6,73.5,4528,Male,4,Electrical,State College,1337291
77.3,78.8,250475,Male,3,Computer Science,NIT,572721
77.7,78.5,64372,Female,2,Civil,Mid IIT,1258748
82.8,74.6,51221,Female,5,Civil,NIT,1099941
84.7,80.6,31448,Male,4,Computer Science,State College,721292
72.7,70.8,2385,Female,10,Electrical,State College,803962
66.7,61.2,6193,Male,3,Computer Science,State College,1581635
82.8,80.7,15766,Male,4,Mechanical,NIT,1053000
75.8,79.9,64248,Male,10,Electrical,State College,584598
90.1,79.8,27885,Male,5,Computer Science,State College,250000
80.5,70.3,3057,Female,10,Mechanical,State College,1234274
77.7,74.1,8447,Male,6,Computer Science,State College,1399624
81.7,74.7,13537,Male,3,Electronics,State College,715220
81.2,73.6,86066,Male,1,Civil,State College,449468
77.1,80.2,12055,Female,5,Electrical,State College,621833
79.7,81.4,11754,Female,2,Computer Science,State College,1498365
90.1,94.4,1737,Female,10,Mechanical,NIT,812628
77.8,75.0,2664,Male,3,Computer Science,NIT,890474
81.1,82.2,1440,Female,3,Electronics,NIT,1459657
90.6,89.2,433,Male,5,Computer Science,Mid IIT,1787216
69.4,76.4,26182,Male,4,Electronics,NIT,771215
74.5,74.4,38472,Male,4,Computer Science,State College,365903
88.5,88.8,5572,Male,4,Electrical,NIT,1066360
77.0,75.8,30350,Male,6,Electronics,State College,2100043
87.1,86.1,1,Female,8,Electrical,State College,579231
74.5,84.2,48294,Male,3,Electrical,State College,764757
85.3,84.1,1819,Male,3,Mechanical,NIT,718109
73.0,70.9,145051,Female,5,Civil,State College,418752
73.7,67.1,6283,Male,5,Electrical,State College,1002346
82.6,71.2,250031,Female,10,Computer Science,Private College,767635
93.8,95.8,12499,Female,2,Electronics,State College,858141
83.1,82.7,5164,Male,3,Mechanical,State College,795891
84.1,78.7,102966,Male,10,Computer Science,Private College,412699
73.9,64.1,33614,Male,2,Civil,State College,660595
90.8,81.8,2076,Male,5,Computer Science,State College,1373585
69.1,77.1,179228,Female,8,Electrical,State College,656721
81.7,82.2,3989,Male,7,Computer Science,NIT,1498282
90.2,87.7,3686,Male,8,Computer Science,State College,1971062
97.0,98.0,862,Male,5,Computer Science,Top IIT,3000000
87.8,81.5,14688,Female,6,Electrical,State College,670358
97.1,100.0,600,Male,2,Computer Science,Top IIT,3000000
65.6,72.2,10827,Male,10,Electronics,State College,1259504
73.0,67.7,249647,Female,3,Electrical,Private College,995685
65.8,64.5,9366,Female,8,Computer Science,State College,849296
96.5,94.0,1084,Male,3,Computer Science,NIT,880477
82.5,78.7,71994,Male,4,Mechanical,State College,809215
66.0,69.8,5635,Female,3,Computer Science,Private College,902208
93.2,95.9,355,Male,6,Mechanical,Top IIT,2512006
82.3,75.9,11607,Male,4,Mechanical,State College,982276
99.0,97.0,34,Female,7,Computer Science,NIT,2473291
64.0,71.1,14187,Female,2,Mechanical,Private College,515093
72.0,81.0,8847,Female,4,Computer Science,State College,351562
87.0,80.2,80014,Male,4,Computer Science,State College,275719
70.6,74.1,121847,Male,4,Computer Science,State College,944152
82.7,75.3,102162,Female,2,Computer Science,State College,976923
82.9,85.3,4786,Female,3,Electronics,State College,394203
85.5,82.0,63000,Male,1,Computer Science,State College,878926
84.5,83.8,195269,Male,6,Computer Science,Private College,1131548
87.0,94.2,2871,Male,4,Mechanical,State College,610132
83.7,90.1,1700,Male,2,Computer Science,State College,750349
74.1,75.5,5384,Male,2,Electrical,State College,765218
81.8,80.1,19823,Female,10,Computer Science,NIT,1646601
93.9,93.7,406,Female,1,Civil,State College,679170
73.5,80.4,250478,Male,4,Mechanical,NIT,1120467
90.4,81.9,38094,Male,5,Mechanical,State College,785242
82.5,81.4,132600,Female,4,Computer Science,State College,1001796
75.2,75.2,16942,Male,4,Electrical,State College,513929
76.2,73.7,250313,Female,7,Computer Science,Private College,1380824
73.3,71.2,36306,Male,3,Computer Science,Private College,677833
82.6,81.3,4414,Male,1,Computer Science,State College,493703
69.7,67.6,4859,Female,1,Computer Science,State College,634993
82.7,78.8,197163,Male,2,Mechanical,State College,768725
90.7,99.0,1,Female,5,Computer Science,NIT,2034487
83.1,80.6,154608,Male,3,Electrical,State College,250000
67.7,68.6,128992,Female,3,Computer Science,Private College,864697
85.7,88.1,597,Male,10,Electronics,Mid IIT,2478363
98.0,98.0,427,Female,10,Mechanical,NIT,1432940
79.0,75.3,4870,Female,9,Electrical,State College,1036622
100.0,95.0,1,Male,4,Electronics,Mid IIT,2577570
96.8,89.6,28484,Female,6,Civil,State College,644895
75.3,75.2,17793,Female,7,Civil,State College,425571
70.7,68.9,17096,Male,2,Civil,Private College,526920
85.6,83.9,2295,Male,2,Mechanical,State College,689901
67.2,64.7,88946,Male,3,Civil,State College,324007
79.4,74.9,35950,Male,7,Computer Science,State College,1692840
86.1,85.9,10004,Female,5,Mechanical,State College,822672
80.3,77.5,17509,Female,5,Electrical,State College,678206
84.0,82.1,3285,Male,6,Computer Science,NIT,2311492
77.3,74.3,19251,Male,3,Mechanical,NIT,1650003
93.5,95.0,411,Female,5,Electrical,Mid IIT,1722761
78.6,76.0,21328,Male,3,Electrical,Private College,1012321
67.7,64.1,128685,Female,5,Computer Science,State College,940343
98.9,89.4,5309,Male,7,Computer Science,State College,494796
72.8,82.5,21028,Male,2,Civil,State College,469779
79.0,83.0,226035,Female,2,Computer Science,NIT,977355
60.0,57.0,23747,Male,2,Mechanical,State College,325772
89.9,86.8,9857,Male,7,Mechanical,State College,250000
75.7,74.3,14188,Male,4,Computer Science,NIT,1267513
91.4,89.1,3537,Female,2,Computer Science,State College,703743
84.0,74.8,12519,Male,4,Computer Science,State College,943307
82.1,79.5,191131,Female,3,Mechanical,NIT,1007259
83.7,87.3,16986,Female,5,Computer Science,NIT,2294546
72.9,66.7,164275,Male,10,Civil,State College,321049
69.7,73.7,249716,Male,2,Civil,State College,507821
96.0,97.7,2845,Male,4,Civil,NIT,557425
81.2,77.5,2148,Female,2,Electronics,State College,1048903
72.1,69.1,11692,Male,3,Computer Science,State College,1556645
99.0,94.0,1080,Male,4,Computer Science,Mid IIT,2153380
78.7,71.0,102727,Female,3,Computer Science,State College,1069627
95.5,90.5,7673,Male,1,Mechanical,State College,668373
73.9,66.9,16106,Female,9,Mechanical,State College,268298
75.9,77.9,34460,Male,1,Electrical,State College,691806
86.4,92.3,2275,Female,3,Electrical,NIT,1384959
74.8,77.0,32044,Male,6,Electrical,State College,250000
80.5,79.8,38983,Female,3,Civil,NIT,1177761
69.9,66.3,14780,Male,3,Electrical,State College,464317
100.0,98.0,856,Male,5,Computer Science,State College,1033438
76.6,85.8,1929,Male,7,Mechanical,State College,562355
76.5,65.5,26761,Male,6,Mechanical,State College,727398
76.7,78.1,3594,Male,10,Electronics,Private College,1675427
87.7,79.8,20242,Female,4,Mechanical,State College,397308
72.9,79.5,15601,Female,10,Electrical,State College,250000
94.5,92.9,8957,Male,8,Electrical,Mid IIT,2044914
86.9,89.4,5703,Male,2,Computer Science,NIT,1258195
90.1,90.9,392,Female,1,Computer Science,Mid IIT,2540406
72.8,75.6,32069,Female,8,Electrical,Private College,914759
75.0,81.2,64131,Male,2,Computer Science,State College,637817
67.1,64.7,1083,Male,3,Mechanical,State College,615640
80.9,79.7,4320,Male,3,Electronics,State College,782861
73.8,81.2,3935,Male,1,Electrical,State College,516100
74.6,69.8,31487,Male,2,Mechanical,State College,670525
79.7,79.5,12049,Male,9,Computer Science,State College,2073988
83.8,83.2,1292,Female,3,Computer Science,Mid IIT,2929492
71.7,79.3,86413,Male,6,Computer Science,NIT,2148040
72.8,71.2,7403,Female,8,Mechanical,State College,670385
60.0,63.2,249959,Female,2,Electrical,Private College,748527
74.0,72.1,250105,Male,4,Mechanical,NIT,650282
71.1,68.8,25571,Female,1,Mechanical,State College,250000
79.4,72.8,18576,Male,6,Computer Science,State College,763740
84.1,88.0,21279,Male,1,Mechanical,NIT,1317532
71.0,75.4,7143,Female,3,Mechanical,Private College,672417
76.5,76.1,2909,Female,5,Electrical,State College,823479
81.0,79.2,91947,Male,2,Mechanical,State College,250000
75.6,71.6,19252,Male,2,Computer Science,State College,671093
82.3,86.5,3820,Male,1,Civil,NIT,1101413
70.9,81.6,31099,Female,1,Computer Science,State College,628775
97.0,94.9,4000,Male,4,Electrical,NIT,853608
75.3,79.8,11450,Female,3,Computer Science,State College,449137
92.4,91.2,114,Male,4,Computer Science,State College,922541
84.7,82.5,143622,Male,6,Computer Science,NIT,1890310
96.0,90.9,1657,Male,4,Civil,NIT,843705
79.1,77.3,32700,Male,4,Electrical,State College,675554
94.7,87.2,1631,Male,10,Electrical,State College,711890
89.4,92.8,2768,Female,3,Mechanical,NIT,699639
67.4,70.0,14009,Male,7,Mechanical,Private College,250000
71.4,72.7,18223,Male,10,Computer Science,State College,1209362
97.0,88.0,1369,Male,4,Computer Science,State College,250000
69.6,74.5,4187,Male,6,Computer Science,NIT,2103743
91.1,84.6,2351,Male,3,Mechanical,Mid IIT,1189238
96.0,94.7,2326,Female,2,Electronics,State College,655705
93.8,95.8,465,Female,2,Mechanical,NIT,887304
77.2,84.4,20222,Male,3,Electronics,State College,291430
97.3,91.3,1673,Male,8,Electrical,Mid IIT,1936852
96.0,96.6,657,Female,10,Civil,State College,785554
79.9,79.9,18403,Male,6,Electrical,State College,1111647
84.2,77.7,57436,Female,4,Computer Science,State College,1453233
83.6,81.4,4608,Male,2,Computer Science,NIT,1544736
72.9,76.4,6105,Female,2,Computer Science,State College,1157553
77.8,81.6,37158,Male,7,Electronics,State College,594631
92.8,96.0,1,Female,3,Civil,NIT,419321
99.0,98.0,2060,Female,4,Mechanical,NIT,1185573
67.4,66.0,250044,Male,6,Electronics,Private College,673710
82.5,85.5,4427,Female,6,Computer Science,NIT,1259048
69.5,70.5,249910,Male,8,Mechanical,Private College,250000
74.7,79.2,210123,Female,9,Mechanical,NIT,970607
78.0,73.8,45660,Female,3,Civil,State College,764324
73.0,72.4,249859,Female,7,Computer Science,NIT,2968309
79.7,78.0,88177,Female,5,Electrical,State College,250000
73.9,75.7,11890,Female,2,Computer Science,State College,1082657
78.1,74.4,18580,Female,6,Electrical,State College,856768
76.0,71.9,13013,Male,4,Civil,State College,687924
97.0,93.6,1,Male,10,Computer Science,Top IIT,3000000
67.2,72.8,43040,Male,3,Mechanical,State College,677221
65.5,67.6,242939,Female,3,Electrical,NIT,707499
91.8,91.7,14720,Male,9,Mechanical,State College,666750
90.5,89.2,1260,Male,2,Electrical,NIT,734282
87.8,88.7,3317,Female,6,Electrical,NIT,1729110
61.4,59.0,3565,Male,2,Electrical,State College,760003
64.6,63.2,12420,Female,3,Civil,State College,641850
84.1,80.7,93855,Male,9,Computer Science,NIT,2688054
73.9,71.5,7447,Female,6,Electronics,NIT,1603777
84.0,80.6,6056,Male,9,Computer Science,State College,1238766
94.7,91.2,3450,Male,10,Computer Science,Mid IIT,3000000
98.6,91.5,1875,Female,10,Computer Science,NIT,1835337
80.3,82.7,127862,Female,2,Civil,NIT,622904
75.9,69.8,175322,Male,9,Civil,State College,250000
81.4,80.8,16613,Male,5,Computer Science,State College,614167
69.1,70.9,36481,Female,10,Electronics,State College,881666
77.9,75.6,18094,Male,2,Civil,State College,606460
96.0,94.0,1,Male,4,Computer Science,Top IIT,2067234
74.7,75.6,17031,Male,4,Civil,State College,461411
87.8,84.7,202180,Male,8,Mechanical,NIT,1096711
81.9,82.7,1395,Male,5,Electrical,Private College,678828
80.3,82.4,15847,Male,5,Computer Science,State College,568526
75.2,73.5,51561,Male,5,Computer Science,Private College,501418
70.7,69.1,118704,Female,1,Mechanical,State College,250000
64.6,67.4,1337,Male,5,Electronics,Private College,979827
72.1,71.3,5693,Female,4,Computer Science,Private College,250000
76.6,76.1,250211,Male,10,Computer Science,State College,250000
81.7,82.5,6041,Female,5,Electrical,State College,554847
71.9,71.6,35753,Male,5,Electrical,State College,335012
78.1,79.3,46944,Male,6,Computer Science,State College,1260902
99.0,97.3,292,Male,2,Electrical,NIT,1438025
95.4,88.1,5391,Male,4,Electrical,State College,837575
78.5,79.1,43159,Male,3,Mechanical,NIT,1480985
83.2,83.0,3993,Male,5,Civil,State College,421442
84.5,84.1,18861,Male,2,Electrical,NIT,1015759
84.5,88.5,868,Male,3,Mechanical,State College,589556
73.1,75.6,95771,Male,10,Electrical,Private College,791212
95.3,86.9,2110,Female,2,Civil,State College,539356
65.3,62.0,29796,Male,5,Civil,State College,1425668
87.7,88.6,5325,Female,3,Mechanical,State College,250000
90.0,93.4,10491,Male,6,Mechanical,State College,578952
80.6,78.4,47032,Female,10,Civil,Private College,883179
96.5,93.8,1336,Female,4,Computer Science,Top IIT,1191540
82.6,73.2,5104,Female,4,Civil,State College,250000
83.4,91.9,38,Male,4,Electrical,Mid IIT,1614316
75.4,70.4,9648,Male,2,Electronics,State College,288342
88.6,81.4,34676,Male,4,Computer Science,State College,1609510
76.4,78.4,5347,Male,9,Mechanical,State College,821615
79.7,84.8,21814,Female,5,Computer Science,State College,1809118
84.0,81.3,30319,Female,3,Electrical,State College,651361
84.0,90.0,6785,Female,10,Computer Science,State College,963365
81.8,83.7,101504,Male,6,Civil,State College,637796
98.0,96.0,598,Female,2,Computer Science,Mid IIT,1950934
76.5,75.8,16456,Male,4,Electronics,State College,1106011
76.6,75.3,131114,Male,5,Electronics,NIT,1576826
80.7,78.2,11265,Male,7,Mechanical,State College,666394
99.0,97.0,460,Male,7,Mechanical,NIT,1274002
83.6,83.4,40207,Male,7,Mechanical,NIT,526813
86.1,87.6,347,Female,4,Electronics,Mid IIT,1988206
72.9,69.8,19890,Male,4,Electrical,Private College,250000
88.3,77.7,14588,Female,2,Computer Science,State College,1089808
67.1,68.6,20217,Male,1,Electrical,State College,252896
69.5,77.7,484,Female,3,Electronics,State College,590583
98.0,90.4,4165,Female,4,Civil,NIT,1461007
85.7,85.8,1651,Female,3,Mechanical,State College,877402
84.2,77.4,164,Female,5,Computer Science,NIT,2302021
70.4,76.5,56261,Female,4,Mechanical,State College,953832
79.1,78.7,31990,Male,4,Civil,State College,724588
100.0,94.7,912,Male,5,Electronics,NIT,1188966
88.2,90.7,1873,Male,5,Mechanical,Mid IIT,1697739
73.4,67.6,12213,Male,4,Computer Science,State College,605603
80.3,67.2,21474,Male,5,Computer Science,State College,1438317
76.3,87.1,5684,Male,5,Mechanical,State College,997415
82.2,84.8,7713,Male,9,Electrical,Mid IIT,2528139
74.8,73.2,17984,Female,5,Computer Science,State College,258148
84.6,78.6,126393,Male,6,Computer Science,Private College,802652
73.4,75.1,85038,Male,6,Civil,State College,764946
96.5,100.0,1,Female,5,Mechanical,Mid IIT,1516183
79.0,75.4,30777,Male,1,Computer Science,State College,310813
69.2,66.4,15236,Male,5,Mechanical,State College,250000
97.9,98.0,595,Male,6,Computer Science,Top IIT,3000000
89.2,94.0,1,Male,9,Computer Science,NIT,1785826
73.5,78.4,50221,Male,5,Mechanical,State College,603858
93.3,92.0,655,Female,3,Computer Science,Mid IIT,2433284
92.5,96.0,1318,Male,2,Electrical,State College,834558
89.7,88.0,8984,Male,9,Electronics,NIT,2120630
80.9,79.7,52173,Male,2,Electrical,NIT,1326506
79.8,76.3,7009,Male,3,Mechanical,State College,520151
91.3,93.8,2306,Male,3,Computer Science,State College,1562955
89.0,92.0,12587,Male,4,Electrical,Private College,379570
88.5,92.7,285,Female,2,Computer Science,State College,277308
86.8,89.4,6320,Male,3,Computer Science,State College,1585331
74.1,68.6,202728,Male,4,Computer Science,Private College,277825
93.0,84.9,5610,Male,3,Computer Science,State College,1515971
78.9,76.1,19421,Female,3,Civil,State College,334436
92.8,94.2,15486,Male,6,Electrical,Mid IIT,2295156
65.2,68.4,186365,Female,3,Mechanical,Private College,1117623
78.4,77.5,50797,Male,2,Civil,NIT,697689
83.2,78.6,30949,Male,6,Computer Science,State College,947631
83.9,78.1,4938,Male,4,Electrical,State College,918647
66.3,81.1,642,Male,4,Computer Science,State College,711082
100.0,96.4,2314,Male,3,Computer Science,NIT,1500925
80.8,78.9,83399,Female,8,Mechanical,State College,300036
73.4,64.3,84408,Male,3,Mechanical,Private College,442974
71.6,68.3,40501,Male,3,Electronics,State College,432831
76.4,78.5,133630,Female,3,Computer Science,Private College,489725
89.8,86.6,1617,Male,9,Civil,NIT,1216891
75.2,77.4,7277,Female,7,Computer Science,State College,781038
90.0,93.2,9431,Female,2,Computer Science,State College,797192
88.1,83.8,60445,Female,4,Electronics,State College,783143
81.0,77.1,249599,Male,6,Mechanical,NIT,882220
86.7,94.5,374,Female,5,Computer Science,State College,2222172
70.1,71.2,50013,Male,2,Electrical,State College,537599
97.1,94.2,731,Male,6,Computer Science,Top IIT,3000000
71.9,76.8,36355,Female,1,Electrical,Private College,347082
67.7,70.6,31564,Male,2,Computer Science,State College,1124545
75.3,77.5,3904,Female,6,Mechanical,State College,373602
68.9,65.1,19134,Male,2,Mechanical,Private College,533096
78.6,71.1,249670,Male,4,Mechanical,NIT,1082407
96.5,93.1,316,Male,4,Computer Science,Top IIT,3000000
99.0,100.0,779,Male,7,Computer Science,Top IIT,3000000
77.4,78.6,25495,Male,4,Mechanical,State College,429790
91.1,88.0,1,Male,9,Mechanical,Top IIT,2316486
76.1,71.6,14104,Male,6,Computer Science,Private College,1552902
77.1,72.3,4801,Male,3,Electrical,Mid IIT,632458
87.0,81.7,6970,Male,4,Electrical,State College,464534
82.9,84.2,7382,Male,7,Civil,State College,768666
90.0,91.6,1270,Male,7,Electronics,NIT,1098725
82.6,84.8,46397,Male,4,Computer Science,NIT,1394282
69.3,69.4,35412,Male,4,Mechanical,State College,482045
63.8,60.0,136117,Female,2,Computer Science,State College,1133841
72.4,72.7,31965,Male,3,Computer Science,State College,1245241
96.0,87.7,6611,Female,4,Electronics,State College,764547
86.1,75.7,99378,Female,10,Mechanical,Private College,930999
83.6,79.5,30047,Female,4,Computer Science,Private College,1093583
71.4,82.3,55078,Female,3,Computer Science,NIT,2441992
70.8,70.7,13193,Male,7,Computer Science,State College,1950797
97.0,100.0,1000,Male,5,Civil,Mid IIT,1871133
82.0,88.1,56,Female,6,Electrical,NIT,1812819
78.5,76.2,250105,Male,2,Computer Science,NIT,1025431
71.3,67.1,24956,Male,7,Computer Science,State College,3000000
79.7,73.8,72381,Male,5,Civil,Private College,699311
100.0,97.0,66,Female,4,Civil,Top IIT,1292713
84.5,80.1,20514,Male,4,Electronics,Private College,1038080
89.7,79.7,36354,Male,10,Civil,State College,1381679
81.1,90.0,3366,Female,5,Electronics,State College,808096
86.5,88.0,9174,Female,4,Computer Science,Private College,1388500
99.0,85.6,5689,Female,2,Civil,State College,559982
82.8,76.9,25384,Male,1,Computer Science,State College,769402
98.6,89.6,409,Female,3,Civil,Mid IIT,1413846
80.2,81.8,76626,Male,3,Civil,State College,735272
83.6,83.1,73715,Male,7,Civil,State College,568259
76.4,72.4,18577,Male,10,Mechanical,State College,1341910
71.1,68.7,61027,Female,5,Electrical,State College,956006
70.7,67.5,4642,Male,4,Electronics,State College,616809
76.8,83.7,82168,Male,7,Civil,NIT,1077180
90.0,86.5,7489,Female,3,Civil,State College,733364
71.9,72.6,54260,Male,1,Mechanical,State College,577862
68.7,69.8,1574,Male,10,Computer Science,State College,1525109
75.8,75.6,16149,Male,3,Mechanical,State College,518906
75.9,79.0,16455,Female,10,Computer Science,State College,1223411
68.0,70.9,35171,Male,4,Computer Science,State College,2425929
73.0,73.7,28242,Female,8,Computer Science,Private College,1537028
80.5,73.7,14457,Male,3,Computer Science,NIT,1089147
79.6,78.0,211672,Male,3,Civil,State College,725102
77.1,83.0,5625,Male,8,Mechanical,NIT,1927882
84.7,80.3,242227,Male,2,Computer Science,NIT,1755676
83.8,74.1,77082,Female,2,Electronics,State College,623734
